Root,No of derevatives found,derevatives found,Root Length,Has Vowel,Full Text
كم,2, كَم وَكَم,2,no vowel,[كَم] (12) وَ[كَم] (9)
كما,1, كَمَا,3,vowel,[كَمَا] (59)
كمل,4, كَامِلَةً كَامِلَةٌ كَامِلَيْنِ وَلِتُكْمِلُوا,3,no vowel,أَكْمَلْتُ (1) كَامِلَةً (1) كَامِلَةٌ (1) كَامِلَيْنِ (1) [وَلِتُكْمِلُوا] (1)
كمم,0,,3,no vowel,أَكْمَامِهَا (1) الأَكْمَامِ (1)
كمه,0,,3,no vowel,الأَكْمَهَ (2)
كند,1, لَكَنُودٌ,3,no vowel,لَكَنُودٌ (1)
كنز,7, الْكُنُوزِ تَكْنِزُونَ كَنزٌ كَنزَهُمَا كَنَزْتُم وَكُنُوزٍ يَكْنِزُونَ,3,no vowel,الْكُنُوزِ (1) تَكْنِزُونَ (1) كَنزٌ (3) [كَنزَهُمَا] (1) [كَنَزْتُم] (1) وَكُنُوزٍ (1) يَكْنِزُونَ (1)
كنس,1, الْكُنَّسِ,3,no vowel,الْكُنَّسِ (1)
كنن,4, الْمَكْنُونِ تُكِنُّ مَكْنُونٌ مَكْنُونٍ,3,no vowel,(24/10) أَكِنَّةً (3) أَكِنَّةٍ (1) أَكْنَانًا (1) أَكْنَنتُم (1) الْمَكْنُونِ (1) تُكِنُّ (2) مَكْنُونٌ (2) مَكْنُونٍ (1)
كهف,2, الْكَهْفِ كَهْفِهِم,3,no vowel,الْكَهْفِ (4) [كَهْفِهِم] (2)
كهل,1, وَكَهْلاً,3,no vowel,وَكَهْلاً (2)
كهن,2, بِكَاهِنٍ كَاهِنٍ,3,no vowel,بِكَاهِنٍ (1) كَاهِنٍ (1)
كهيعص,1, كهيعص,5,vowel,[كهيعص] (1)
كوب,0,,3,vowel,بِأَكْوَابٍ (1) وَأَكْوَابٌ (1) وَأَكْوَابٍ (2)
كود,8, كَادَ كَادَت كَادُوا كِدتَّ وَكَادُوا يَكَادُ يَكَادُونَ يَكَد,3,vowel,كَادَ (2) [كَادَ]ت (1) [كَادُوا] (4) كِدتَّ (2) وَ[كَادُوا] (1) يَكَادُ (6) [يَكَادُ]ونَ (3) [يَكَد] (1)
كور,3, كُوِّرَت وَيُكَوِّرُ يُكَوِّرُ,3,vowel,[كُوِّرَت] (1) وَيُكَوِّرُ (1) يُكَوِّرُ (1)
كوكب,4, الْكَوَاكِبُ الْكَوَاكِبِ كَوْكَبًا كَوْكَبٌ,4,vowel,الْكَوَاكِبُ (1) الْكَوَاكِبِ (1) [كَوْكَبًا] (2) كَوْكَبٌ (1)
كون,80, تَكُن تَكُونَ تَكُونَا تَكُونَنَّ تَكُونُ تَكُونُوا سَيَكُونُ فَتَكُن فَتَكُونَ فَتَكُونَا فَتَكُونُ فَتَكُونُونَ فَكَانَ فَكَانَت فَكَانُوا فَكُنتُم فَلْيَكُونُوا فَنَكُونَ فَيَكُونَ فَيَكُونُ كَانَ كَانَا كَانَت كَانَتَا كَانَتِ كَانُوا كُن كُنتَ كُنتُ كُنتُم كُنتُنَّ كُنتِ كُنَّ كُنَّا كُونُوا كُونِي لَتَكُونَنَّ لَكَانَ لَكُنتُ لَكُنتُم لَكُنَّا لَنَكُونَنَّ لَيَكُونُنَّ لِتَكُونَ لِتَكُونُوا لِيَكُونَ لِيَكُونَا لِيَكُونُوا نَكُن نَكُونَ وَتَكُونَ وَتَكُونُ وَتَكُونُوا وَكَانَ وَكَانَت وَكَانَتِ وَكَانُوا وَكُن وَكُنتَ وَكُنتُ وَكُنتُم وَكُنَّا وَكُونُوا وَلَتَكُونَنَّ وَلَنَكُونَنَّ وَلِتَكُونَ وَلِيَكُونًا وَلِيَكُونَ وَلْتَكُن وَنَكُونَ وَيَكُونَ وَيَكُونُونَ يَكُن يَكُنِ يَكُنَّ يَكُونَ يَكُونَا يَكُونُ يَكُونُوا يَكُونُونَ,3,vowel,(24/11) أَكَانَ (1) أَكُ (1) أَ[كُن] (4) أَكُونَ (9) تَكُ (7) [تَ[كُن]] (19) تَكُونَ (14) [تَكُونَ]ا (2) [تَكُونَ]نَّ (9) تَكُونُ (11) [تَكُونُ]وا (21) سَيَكُونُ (1) فَأَكُونَ (1) فَ[تَ[كُن]] (1) فَتَكُونَ (6) فَ[تَكُونَ]ا (2) فَتَكُونُ (1) فَ[تَكُونُ]ونَ (1) فَكَانَ (8) [فَكَانَ]ت (5) [فَ[كَانُوا]] (5) [فَ[كُنتُ]م] (2) [فَلْيَ[كُونُوا]] (1) فَنَكُونَ (1) فَيَكُونَ (1) فَيَكُونُ (9) كَانَ (323) [كَانَ]ا (2) [كَانَ]ت (27) [كَانَ]تَا (3) [كَانَ]تِ (1) [كَانُوا] (229) [كُن] (8) كُنتَ (35) كُنتُ (15) [كُنتُ]م (188) [كُنتُ]نَّ (2) كُنتِ (1) [كُن]َّ (3) [كُن]َّا (63) [كُونُوا] (9) [كُونِي] (1) لأكُونَنَّ (1) لَ[تَكُونَ]نَّ (2) لَكَانَ (6) لَكُنتُ (2) لَ[كُنتُ]م (1) لَ[كُن]َّا (3) لَ[نَكُونَ]نَّ (5) لَ[يَكُونُ]نَّ (1) لِتَكُونَ (3) لِ[تَكُونُ]وا (2) لِيَكُونَ (3) [لِيَكُونَ]ا (1) لِيَ[كُونُوا] (2) نَكُ (2) نَ[كُن] (4) نَكُونَ (2) وَأَ[كُن] (2) وَتَكُونَ (1) وَتَكُونُ (2) وَ[تَكُونُ]وا (2) وَكَانَ (84) وَ[كَانَ]ت (1) وَ[كَانَ]تِ (3) وَ[كَانُوا] (35) وَ[كُن] (3) وَكُنتَ (2) وَكُنتُ (2) وَ[كُنتُ]م (8) وَ[كُن]َّا (16) وَ[كُونُوا] (1) وَلَ[تَكُونَ]نَّ (1) وَلَ[نَكُونَ]نَّ (1) وَلِتَكُونَ (1) [وَلِيَكُونًا] (1) وَلِيَكُونَ (1) وَلْ[تَ[كُن]] (1) وَنَكُونَ (3) وَيَكُونَ (3) وَ[يَكُونُ]ونَ (1) يَكُ (8) يَ[كُن] (27) يَ[كُن]ِ (4) يَ[كُن]َّ (1) يَكُونَ (17) [يَكُونَ]ا (1) يَكُونُ (18) يَ[كُونُوا] (13) [يَكُونُ]ونَ (1)
كوي,1, فَتُكْوَى,3,vowel,[فَتُكْوَى] (1)
كي,2, كَي لِكَي,2,vowel,[كَي] (4) لِ[كَي] (2) لِ[كَي]ْلاَ (4)
كيد,23, الْمَكِيدُونَ بِكَيْدِهِنَّ تَكَادُ فَكِيدُونِ فَكِيدُونِي فَيَكِيدُوا كَيْدًا كَيْدٌ كَيْدَ كَيْدَكُم كَيْدَكُنَّ كَيْدَهُ كَيْدَهُم كَيْدَهُنَّ كَيْدُ كَيْدُهُ كَيْدُهُم كَيْدِ كَيْدِكُنَّ كَيْدِي كِدْنَا كِيدُونِ يَكِيدُونَ,3,vowel,(24/12) أَكَادُ (1) الْمَكِيدُونَ (1) بِ[كَيْدِ]هِنَّ (1) تَكَادُ (3) فَكِيدُونِ (1) [فَكِيدُونِ]ي (1) [فَيَكِيدُوا] (1) [كَيْدًا] (6) كَيْدٌ (1) كَيْدَ (2) [كَيْدَ]كُم (1) [كَيْدَ]كُنَّ (1) [كَيْدَ]هُ (1) [كَيْدَ]هُم (1) [كَيْدَ]هُنَّ (2) كَيْدُ (3) [كَيْدُ]هُ (1) [كَيْدُ]هُم (2) كَيْدِ (1) [كَيْدِ]كُنَّ (1) [كَيْدِ]ي (2) [كِدْنَا] (1) كِيدُونِ (1) لأَكِيدَنَّ (1) وَأَكِيدُ (1) يَكِيدُونَ (1)
كيف,3, فَكَيْفَ كَيْفَ وَكَيْفَ,3,vowel,فَكَيْفَ (16) كَيْفَ (62) وَكَيْفَ (5)
كيل,10, اكْتَالُوا الْكَيْلَ الْكَيْلُ الْمِكْيَالَ كَالُوهُم كَيْلٌ كَيْلَ كِلْتُم نَكْتَل وَمِيكَالَ,3,vowel,[اكْتَالُوا] (1) الْكَيْلَ (6) الْكَيْلُ (1) الْمِكْيَالَ (2) [كَالُوهُم] (1) كَيْلٌ (1) كَيْلَ (2) [كِلْتُم] (1) [نَكْتَل] (1) وَمِيكَالَ (1)
كين,1, اسْتَكَانُوا,3,vowel,[اسْتَكَانُوا] (2) (24/13) معجم كلمات القرآن الكريم حسب الجذور ل ---
لؤلؤ,5, اللُّؤْلُؤُ الْلُؤْلُؤِ لُؤْلُؤًا لُؤْلُؤٌ وَلُؤْلُؤًا,4,vowel,اللُّؤْلُؤُ (1) الْلُؤْلُؤِ (1) [لُؤْلُؤًا] (1) لُؤْلُؤٌ (1) وَ[لُؤْلُؤًا] (2)
لا,4, فَلاَ لاَ لاَّ وَلاَ,2,vowel,أَفَلاَ (45) أَلاَ (54) أَوَلاَ (1) فَلاَ (156) لاَ (668) لاَّ (148) وَلاَ (658)
لات,2, اللاَّتَ وَلاَتَ,3,vowel,اللاَّتَ (1) وَلاَتَ (1)
لبب,0,,3,no vowel,الأَلْبَابِ (16)
لبث,15, تَلَبَّثُوا فَلَبِثَ فَلَبِثْتَ لاَّبِثِينَ لَبِثَ لَبِثُوا لَبِثْتَ لَبِثْتُ لَبِثْتُم لَبِثْنَا لَلَبِثَ وَلَبِثُوا وَلَبِثْتَ يَلْبَثُوا يَلْبَثُونَ,3,no vowel,[تَلَبَّثُوا] (1) فَلَبِثَ (2) فَلَبِثْتَ (1) لاَّبِثِينَ (1) لَبِثَ (1) [لَبِثُوا] (4) لَبِثْتَ (2) لَبِثْتُ (2) [لَبِثْتُ]م (8) [لَبِثْنَا] (2) لَلَبِثَ (1) وَ[لَبِثُوا] (1) وَلَبِثْتَ (1) [يَلْبَثُوا] (3) يَلْبَثُونَ (1)
لبد,2, لُبَدًا لِبَدًا,3,no vowel,[لُبَدًا] (1) [لِبَدًا] (1)
لبس,18, تَلْبَسُونَهَا تَلْبِسُوا تَلْبِسُونَ لَبُوسٍ لَبْسٍ لِبَاسًا لِبَاسٌ لِبَاسَ لِبَاسَهُمَا وَلَلَبَسْنَا وَلِبَاسُ وَلِبَاسُهُم وَلِيَلْبِسُوا وَيَلْبَسُونَ يَلْبَسُونَ يَلْبِسَكُم يَلْبِسُوا يَلْبِسُونَ,3,no vowel,[تَلْبَسُونَهَا] (2) [تَلْبِسُوا] (1) تَلْبِسُونَ (1) لَبُوسٍ (1) لَبْسٍ (1) [لِبَاسًا] (3) لِبَاسٌ (2) لِبَاسَ (1) [لِبَاسَ]هُمَا (1) [وَلَلَبَسْنَا] (1) وَلِبَاسُ (1) [وَلِبَاسُ]هُم (2) [وَلِ[يَلْبِسُوا]] (1) وَيَلْبَسُونَ (1) يَلْبَسُونَ (1) [يَلْبِسَكُم] (1) [يَلْبِسُوا] (1) يَلْبِسُونَ (1)
لبن,2, لَبَنًا لَبَنٍ,3,no vowel,[لَبَنًا] (1) لَبَنٍ (1)
لجء,3, مَلْجَأَ مَلْجَإٍ مَلْجَئًا,3,vowel,مَلْجَأَ (1) مَلْجَإٍ (1) [مَلْجَئًا] (1)
لجج,4, لَجُّوا لَلَجُّوا لُجَّةً لُجِّيٍّ,3,no vowel,[لَجُّوا] (1) لَ[لَجُّوا] (1) لُجَّةً (1) لُجِّيٍّ (1) (25/1)
لحد,2, مُلْتَحَدًا يُلْحِدُونَ,3,no vowel,بِإِلْحَادٍ (1) [مُلْتَحَدًا] (2) يُلْحِدُونَ (3)
لحف,0,,3,no vowel,إِلْحَافًا (1)
لحق,1, يَلْحَقُوا,3,no vowel,أَلْحَقْتُم (1) أَلْحَقْنَا (1) وَأَلْحِقْنِي (2) [يَلْحَقُوا] (2)
لحم,7, لَحْمًا لَحْمَ لُحُومُهَا وَلَحْمٍ وَلَحْمَ وَلَحْمُ وَلَحْمِ,3,no vowel,[لَحْمًا] (4) لَحْمَ (2) [لُحُومُهَا] (1) وَلَحْمٍ (1) وَلَحْمَ (2) وَلَحْمُ (1) وَلَحْمِ (1)
لحن,1, لَحْنِ,3,no vowel,لَحْنِ (1)
لحي,1, بِلِحْيَتِي,3,vowel,[بِلِحْيَتِي] (1)
لدد,1, لُدًّا,3,no vowel,أَلَدُّ (1) [لُدًّا] (1)
لدن,5, لَدُن لَدُنكَ لَدُنَّا لَدُنِّي لَدُنْهُ,3,no vowel,[لَدُن] (2) لَدُنكَ (7) [لَدُن]َّا (6) [لَدُن]ِّي (1) [لَدُن]ْهُ (2)
لدي,7, لَدَا لَدَى لَدَيَّ لَدَيْنَا لَدَيْهِ لَدَيْهِم وَلَدَيْنَا,3,vowel,[لَدَا] (1) [لَدَى] (1) لَدَيَّ (4) [لَدَيْنَا] (5) لَدَيْهِ (2) [لَدَيْهِ]م (7) وَ[لَدَيْنَا] (2)
لذذ,2, لَذَّةٍ وَتَلَذُّ,3,no vowel,لَذَّةٍ (2) وَتَلَذُّ (1)
لزب,1, لاَّزِبٍ,3,no vowel,لاَّزِبٍ (1)
لزم,1, لِزَامًا,3,no vowel,أَلْزَمْنَاهُ (1) أَنُلْزِمُكُمُوهَا (1) [لِزَامًا] (2) وَأَلْزَمَهُم (1)
لسن,11, بِلِسَانٍ بِلِسَانِ بِلِسَانِكَ لِسَانًا لِسَانٌ لِسَانَ لِسَانَكَ لِسَانُ لِسَانِ لِسَانِي وَلِسَانًا,3,no vowel,(25/2) أَلْسِنَتَهُم (1) أَلْسِنَتُكُمُ (1) أَلْسِنَتُهُم (1) أَلْسِنَتُهُمُ (1) أَلْسِنَتِكُم (1) بِأَلْسِنَةٍ (1) بِأَلْسِنَتِكُم (1) بِأَلْسِنَتِهِم (2) بِلِسَانٍ (1) بِلِسَانِ (1) [بِلِسَانِ]كَ (2) [لِسَانًا] (2) لِسَانٌ (1) لِسَانَ (2) [لِسَانَ]كَ (1) لِسَانُ (1) لِسَانِ (1) [لِسَانِ]ي (2) وَأَلْسِنَتَهُم (1) وَ[لِسَانًا] (1)
لطف,4, اللَّطِيفُ لَطِيفًا لَطِيفٌ وَلْيَتَلَطَّف,3,no vowel,اللَّطِيفُ (2) [لَطِيفًا] (1) لَطِيفٌ (4) [وَلْيَتَلَطَّف] (1)
لظي,2, تَلَظَّى لَظَى,3,vowel,[تَلَظَّى] (1) [لَظَى] (1)
لعب,10, اللاَّعِبِينَ لاَعِبِينَ لَعِبًا لَعِبٌ وَلَعِبًا وَلَعِبٌ وَنَلْعَبُ وَيَلْعَب وَيَلْعَبُوا يَلْعَبُونَ,3,no vowel,اللاَّعِبِينَ (1) لاَعِبِينَ (2) [لَعِبًا] (1) لَعِبٌ (3) وَ[لَعِبًا] (3) وَلَعِبٌ (1) وَنَلْعَبُ (1) [وَيَلْعَب] (1) [وَيَلْعَب]ُوا (2) يَلْعَبُونَ (5)
لعل,10, فَلَعَلَّكَ لَعَلَّ لَعَلَّكَ لَعَلَّكُم لَعَلَّنَا لَعَلَّهُ لَعَلَّهُم لَعَلِّي وَلَعَلَّكُم وَلَعَلَّهُم,3,no vowel,فَ[لَعَلَّ]كَ (2) لَعَلَّ (3) [لَعَلَّ]كَ (2) [لَعَلَّ]كُم (59) [لَعَلَّ]نَا (1) [لَعَلَّ]هُ (3) [لَعَلَّ]هُم (41) [لَعَلِّي] (6) وَ[لَعَلَّ]كُم (9) وَ[لَعَلَّ]هُم (3)
لعن,29, اللاَّعِنُونَ اللَّعْنَةَ اللَّعْنَةُ فَلَعْنَةُ لَعَنَ لَعَنَت لَعَنَهُ لَعَنَهُمُ لَعَنَّا لَعَنَّاهُم لَعْنًا لَعْنَةً لَعْنَةَ لَعْنَةُ لَعْنَتَ لَعْنَتِي لُعِنَ لُعِنُوا مَلْعُونِينَ نَلْعَنَهُم وَالْعَنْهُم وَلَعَنَهُ وَلَعَنَهُم وَلَعَنَهُمُ وَلُعِنُوا وَيَلْعَنُ وَيَلْعَنُهُمُ يَلْعَنُهُمُ يَلْعَنِ,3,no vowel,اللاَّعِنُونَ (1) اللَّعْنَةَ (1) اللَّعْنَةُ (2) الْمَلْعُونَةَ (1) فَلَعْنَةُ (1) لَعَنَ (1) [لَعَنَ]ت (1) [لَعَنَ]هُ (2) [لَعَنَ]هُمُ (5) [لَعَنَّا] (1) [لَعَنَّاهُم] (1) [لَعْنًا] (1) لَعْنَةً (3) لَعْنَةَ (1) لَعْنَةُ (3) لَعْنَتَ (2) [لَعْنَتِي] (1) لُعِنَ (1) [لُعِنُوا] (1) مَلْعُونِينَ (1) [نَلْعَنَهُم] (1) [وَالْعَنْهُم] (1) وَ[لَعَنَ]هُ (1) وَ[لَعَنَ]هُم (1) وَ[لَعَنَ]هُمُ (1) وَ[لُعِنُوا] (1) وَيَلْعَنُ (1) [وَيَلْعَنُ]هُمُ (1) يَلْعَنُهُمُ (1) يَلْعَنِ (1)
لغب,2, لُغُوبٌ لُغُوبٍ,3,no vowel,لُغُوبٌ (1) لُغُوبٍ (1) (25/3)
لغو,7, اللَّغْوَ اللَّغْوِ بِاللَّغْوِ لاَغِيَةً لَغْوًا لَغْوٌ وَالْغَوْا,3,vowel,اللَّغْوَ (1) اللَّغْوِ (1) بِاللَّغْوِ (3) لاَغِيَةً (1) [لَغْوًا] (3) لَغْوٌ (1) [وَالْغَوْا] (1)
لفت,2, لِتَلْفِتَنَا يَلْتَفِت,3,no vowel,[لِتَلْفِتَنَا] (1) [يَلْتَفِت] (2)
لفح,1, تَلْفَحُ,3,no vowel,تَلْفَحُ (1)
لفظ,1, يَلْفِظُ,3,no vowel,يَلْفِظُ (1)
لفف,2, لَفِيفًا وَالْتَفَّتِ,3,no vowel,أَلْفَافًا (1) [لَفِيفًا] (1) وَالْتَفَّتِ (1)
لفي,0,,3,vowel,أَلْفَوْا (1) أَلْفَيْنَا (1) وَأَلْفَيَا (1)
لقب,0,,3,no vowel,بِالأَلْقَابِ (1)
لقح,1, لَوَاقِحَ,3,no vowel,لَوَاقِحَ (1)
لقط,2, فَالْتَقَطَهُ يَلْتَقِطْهُ,3,no vowel,فَالْتَقَطَهُ (1) يَلْتَقِطْهُ (1)
لقف,2, تَلْقَف تَلْقَفُ,3,no vowel,[تَلْقَف] (1) [تَلْقَف]ُ (2)
لقم,1, فَالْتَقَمَهُ,3,no vowel,فَالْتَقَمَهُ (1)
لقمان,2, لُقْمَانَ لُقْمَانُ,5,vowel,لُقْمَانَ (1) لُقْمَانُ (1)
لقي,43, التَّلاَقِ الْتَقَتَا الْتَقَى الْتَقَيْتُم تَلَقَّوْنَهُ تَلْقَوْهُ تُلْقُوا تُلْقُونَ تُلْقِيَ سَنُلْقِي فَالْتَقَى فَتَلَقَّى فَتُلْقَى فَلْيُلْقِهِ فَمُلاَقِيهِ لاَقِيهِ لَتُلَقَّى لَقُوا لَقُوكُم لَقِيتُم لَقِيتُمُ لَقِينَا لَقِيَا مُلاَقٍ مُلاَقُوا مُلاَقُوهُ مُلاَقِيكُم مُلْقُونَ وَتَتَلَقَّاهُمُ وَلَقَّاهُم وَيُلَقَّوْنَ وَيُلْقُوا يَتَلَقَّى يَلْتَقِيَانِ يَلْقَ يَلْقَاهُ يَلْقَوْنَ يَلْقَوْنَهُ يُلاَقُوا يُلَقَّاهَا يُلْقَى يُلْقُونَ يُلْقِي,3,vowel,(25/4) أَءُلْقِيَ (1) أَلْقَاهَا (1) أَلْقَاهُ (1) أَلْقَوْا (2) أَلْقَى (6) أَلْقُوا (4) أَلْقِ (2) أَلْقِهَا (1) أَلْقِيَا (1) أُلْقُوا (2) أُلْقِيَ (3) التَّلاَقِ (1) [الْتَقَتَا] (1) [الْتَقَى] (3) [الْتَقَيْتُم] (1) الْمُتَلَقِّيَانِ (1) الْمُلْقِينَ (1) بِلِقَاءِ (6) بِلِقَاءِي (1) تَلَقَّوْنَهُ (1) تَلْقَوْهُ (1) [تُلْقُوا] (1) تُلْقُونَ (1) تُلْقِيَ (2) تِلْقَاءَ (2) تِلْقَاءِي (1) سَأُلْقِي (1) [سَنُلْقِي] (2) فَأَلْقَاهَا (1) فَأَلْقَوُا (1) فَأَلْقَوْا (2) فَأَلْقَى (3) فَأَلْقُوهُ (2) فَأَلْقِه (1) فَأَلْقِيهِ (1) فَأَلْقِيَاهُ (1) فَأُلْقِيَ (2) فَ[الْتَقَى] (1) فَالْمُلْقِيَاتِ (1) [فَتَلَقَّى] (1) [فَتُلْقَى] (1) فَلْيُلْقِهِ (1) فَمُلاَقِيهِ (1) لاَقِيهِ (1) [لَتُلَقَّى] (1) [لَقُوا] (2) [لَقُوكُم] (1) [لَقِيتُم] (1) [لَقِيتُم]ُ (2) [لَقِينَا] (1) [لَقِيَا] (1) لِقَاءَ (7) لِقَاءَنَا (4) لِقَاءِ (1) لِقَائِهِ (1) مُلاَقٍ (1) [مُلاَقُوا] (3) مُلاَقُوهُ (1) [مُلاَقِيكُم] (1) مُلْقُونَ (2) وَأَلْقَت (1) وَأَلْقَوْا (2) وَأَلْقَى (3) وَأَلْقَيْتُ (1) وَأَلْقَيْنَا (4) وَأَلْقُوهُ (1) وَأَلْقِ (2) وَأُلْقِيَ (1) وَتَتَلَقَّاهُمُ (1) [وَلَقَّاهُم] (1) وَلِقَاءِ (1) وَلِقَاءِي (1) وَلِقَائِهِ (2) وَيُلَقَّوْنَ (1) [وَيُلْقُوا] (1) [يَتَلَقَّى] (1) يَلْتَقِيَانِ (1) يَلْقَ (1) [يَلْقَ]اهُ (1) [يَلْقَ]وْنَ (1) [يَلْقَ]وْنَهُ (2) [يُلاَقُوا] (3) [يُلَقَّاهَا] (3) [يُلْقَى] (3) يُلْقُونَ (2) [يُلْقِي] (3)
لك,3, لَكَ لَكِ وَلَكَ,2,no vowel,أَلَكُمُ (1) فَلَكُم (2) فَلَكُمُ (1) لَكَ (69) لَكُم (294) لَكُمَا (7) لَكُمُ (43) لَكِ (2) وَلَكَ (1)
لكم,2, وَلَكُم وَلَكُمُ,3,no vowel,[وَلَكُم] (17) [وَلَكُم]ُ (2)
لكن,10, لَكِنِ لَكِنَّا وَلَكَنَّهُم وَلَكِن وَلَكِنِ وَلَكِنَّ وَلَكِنَّا وَلَكِنَّكُم وَلَكِنَّهُ وَلَكِنِّي,3,no vowel,(25/5) لَكِنِ (6) [لَكِنَّا] (1) [وَلَكَنَّهُم] (1) [وَلَكِن] (57) [وَلَكِن]ِ (2) [وَلَكِن]َّ (53) وَ[لَكِنَّا] (3) [وَلَكِن]َّكُم (2) [وَلَكِن]َّهُ (1) [وَلَكِن]ِّي (4)
لم,12, فَلَم فَلَمَّا فَلِمَ لَم لَمَا لَمًّا لَمَّا لِمَ لِمَا وَلَم وَلَمَّا وَلِمَا,2,no vowel,أَ[فَ[لَم]] (12) أَ[لَم] (78) أَوَ[لَم] (2) [فَ[لَم]] (12) [فَ[لَم]]َّا (101) فَلِمَ (4) [لَم] (196) [لَم]َا (6) [لَم]ًّا (1) [لَم]َّا (33) لِمَ (15) [لِمَ]ا (35) وَ[لَم] (47) وَ[لَم]َّا (31) وَ[لِمَ]ا (1)
لمح,2, كَلَمْحٍ كَلَمْحِ,3,no vowel,كَلَمْحٍ (1) كَلَمْحِ (1)
لمز,4, تَلْمِزُوا لُمَزَةٍ يَلْمِزُكَ يَلْمِزُونَ,3,no vowel,[تَلْمِزُوا] (1) لُمَزَةٍ (1) يَلْمِزُكَ (1) يَلْمِزُونَ (1)
لمس,4, فَالْتَمِسُوا فَلَمَسُوهُ لاَمَسْتُمُ لَمَسْنَا,3,no vowel,[فَالْتَمِسُوا] (1) فَلَمَسُوهُ (1) لاَمَسْتُمُ (2) [لَمَسْنَا] (1)
لمم,1, اللَّمَمَ,3,no vowel,اللَّمَمَ (1)
لن,3, فَلَن لَن وَلَن,2,no vowel,[فَ[لَن]] (22) [لَن] (59) وَ[لَن] (22)
لنا,2, لَنَا وَلَنَا,3,vowel,[لَنَا] (83) وَ[لَنَا] (1)
له,9, فَلَهَا فَلَهُ فَلَهُنَّ لَهَا لَهُ لَهُنَّ وَلَهَا وَلَهُ وَلَهُنَّ,2,no vowel,أَ[لَهُ]م (1) [فَ[لَهَا]] (3) فَلَهُ (10) [فَلَهُ]م (6) [فَلَهُ]مَا (1) [فَلَهُ]نَّ (2) [لَهَا] (41) لَهُ (275) [لَهُ]م (325) [لَهُ]مَا (10) [لَهُ]مُ (48) [لَهُ]نَّ (13) وَ[لَهَا] (2) وَلَهُ (23) وَ[لَهُ]م (41) وَ[لَهُ]مُ (2) وَ[لَهُ]نَّ (2)
لهب,2, اللَّهَبِ لَهَبٍ,3,no vowel,اللَّهَبِ (1) لَهَبٍ (2)
لهث,1, يَلْهَث,3,no vowel,[يَلْهَث] (2)
لهم,0,,3,no vowel,فَأَلْهَمَهَا (1)
لهو,10, اللَّهْوِ تَلَهَّى تُلْهِكُم تُلْهِيهِم لاَهِيَةً لَهْوًا لَهْوٌ لَهْوَ وَلَهْوًا وَلَهْوٌ,3,vowel,(25/6) أَلْهَاكُمُ (1) اللَّهْوِ (1) [تَلَهَّى] (1) [تُلْهِكُم] (1) [تُلْهِيهِم] (1) لاَهِيَةً (1) [لَهْوًا] (3) لَهْوٌ (1) لَهْوَ (1) وَ[لَهْوًا] (1) وَلَهْوٌ (3) وَيُلْهِهِمُ (1)
لو,5, فَلَو لَو لَوِ وَلَو وَلَوِ,2,vowel,أَوَ[لَو] (6) [فَ[لَو]] (3) [فَ[لَو]]ْلاَ (13) [لَو] (80) [لَو]ِ (2) [لَو]ْلاَ (36) وَ[لَو] (108) وَ[لَو]ِ (3) وَ[لَو]ْلاَ (24)
لوح,2, لَوَّاحَةٌ لَوْحٍ,3,vowel,أَلْوَاحٍ (1) الأَلْوَاحَ (2) الأَلْوَاحِ (1) لَوَّاحَةٌ (1) لَوْحٍ (1)
لوذ,1, لِوَاذًا,3,vowel,[لِوَاذًا] (1)
لوط,5, لُوطًا لُوطٌ لُوطٍ وَلُوطًا يَالُوطُ,3,vowel,[لُوطًا] (4) لُوطٌ (2) لُوطٍ (13) وَ[لُوطًا] (6) يَالُوطُ (2)
لوم,10, اللَّوَّامَةِ بِمَلُومٍ تَلُومُونِي لَوْمَةَ لُمْتُنَّنِي مَلُومًا مَلُومِينَ مُلِيمٌ وَلُومُوا يَتَلاَوَمُونَ,3,vowel,اللَّوَّامَةِ (1) بِمَلُومٍ (1) [تَلُومُونِي] (1) لاَئِمٍ (1) لَوْمَةَ (1) [لُمْتُنَّنِي] (1) [مَلُومًا] (2) مَلُومِينَ (2) مُلِيمٌ (2) [وَلُومُوا] (1) يَتَلاَوَمُونَ (1)
لون,1, لَوْنُهَا,3,vowel,أَلْوَانُهَا (2) أَلْوَانُهُ (4) [لَوْنُهَا] (2) وَأَلْوَانِكُم (1)
لوي,5, تَلْوُا تَلْوُنَ لَوَّوْا لَيًّا يَلْوُنَ,3,vowel,[تَلْوُا] (1) تَلْوُنَ (1) [لَوَّوْا] (1) [لَيًّا] (1) يَلْوُنَ (1)
لي,3, لِي لِيَ وَلِيَ,2,vowel,[لِي] (59) [لِي]َ (4) وَ[لِي]َ (3)
ليت,5, لَيْتَنِي يَالَيْتَ يَالَيْتَنَا يَالَيْتَنِي يَالَيْتَهَا,3,vowel,[لَيْتَنِي] (1) يَالَيْتَ (3) [يَالَيْتَ]نَا (2) [يَالَيْتَ]نِي (7) [يَالَيْتَ]هَا (1)
