Term,Normalized Term,Root,Is Sure,Source
الْأَبُّ,الأب,	أب ب,TRUE,mukhtar.bok
اسْمٌ,اسم,	س م ا,TRUE,mukhtar.bok
سِمٌ,سم,	س م ا,TRUE,mukhtar.bok
سُمًا,سما,	س م ا,TRUE,mukhtar.bok
أَسَامٍ,أسام,	س م ا,TRUE,mukhtar.bok
بِأَسْمَاوَاتِ,بأسماوات,	س م ا,TRUE,mukhtar.bok
سَنَحَ,سنح,	س ن ح,TRUE,mukhtar.bok
سَنَدَ,سند,	س ن د,TRUE,mukhtar.bok
أَسْنَدَ,أسند,	س ن د,TRUE,mukhtar.bok
الْإِسْنَادُ,الأسناد,	س ن د,TRUE,mukhtar.bok
مُسَنَّدَةٌ,مسندة,	س ن د,TRUE,mukhtar.bok
سِنْدٌ,سند,	س ن د,TRUE,mukhtar.bok
سِنْدٌ,سند,	س ن د,TRUE,mukhtar.bok
السِّنَّوْرُ,السنور,	س ن ر,TRUE,mukhtar.bok
السَّنَانِيرِ,السنانير,	س ن ر,TRUE,mukhtar.bok
السِّنَاطُ,السناط,	س ن ط,TRUE,mukhtar.bok
السَّنُوطُ,السنوط,	س ن ط,TRUE,mukhtar.bok
السَّنُوطِيُّ,السنوطي,	س ن ط,TRUE,mukhtar.bok
السَّنَامُ,السنام,	س ن م,TRUE,mukhtar.bok
أَسْنِمَةِ,أسنمة,	س ن م,TRUE,mukhtar.bok
تَسَنَّمَهُ,تسنمه,	س ن م,TRUE,mukhtar.bok
تَسْنِيمُ,تسنيم,	س ن م,TRUE,mukhtar.bok
السَّنَنُ,السنن,	س ن ن,TRUE,mukhtar.bok
سَنَنِكَ,سننك,	س ن ن,TRUE,mukhtar.bok
سُنَنِكَ,سننك,	س ن ن,TRUE,mukhtar.bok
سَنَنِ,سنن,	س ن ن,TRUE,mukhtar.bok
سُنَنِهِ,سننه,	س ن ن,TRUE,mukhtar.bok
سِنَنِهِ,سننه,	س ن ن,TRUE,mukhtar.bok
السُّنَّةُ,السنة,	س ن ن,TRUE,mukhtar.bok
الْمَسْنُونُ,المسنون,	س ن ن,TRUE,mukhtar.bok
سَنَّ,سن,	س ن ن,TRUE,mukhtar.bok
الْمِسَنُّ,المسن,	س ن ن,TRUE,mukhtar.bok
السِّنَانُ,السنان,	س ن ن,TRUE,mukhtar.bok
السِّنَانُ,السنان,	س ن ن,TRUE,mukhtar.bok
أَسِنَّةٌ,أسنة,	س ن ن,TRUE,mukhtar.bok
السَّنُونُ,السنون,	س ن ن,TRUE,mukhtar.bok
اسْتَنَّ,استن,	س ن ن,TRUE,mukhtar.bok
السِّنُّ,السن,	س ن ن,TRUE,mukhtar.bok
الْأَسْنَانِ,الأسنان,	س ن ن,TRUE,mukhtar.bok
أَسِنَّةٌ,أسنة,	س ن ن,TRUE,mukhtar.bok
السِّنُّ,السن,	س ن ن,TRUE,mukhtar.bok
سُنَيْنَةٌ,سنينة,	س ن ن,TRUE,mukhtar.bok
بِالسِّنِّ,بالسن,	س ن ن,TRUE,mukhtar.bok
سِنُّ,سن,	س ن ن,TRUE,mukhtar.bok
أَسَنَّ,أسن,	س ن ن,TRUE,mukhtar.bok
الْمَسَانُّ,المسان,	س ن ن,TRUE,mukhtar.bok
سَاءَهُ,ساأه,	س وأ,TRUE,mukhtar.bok
مَسَاءَةً,مساأة,	س وأ,TRUE,mukhtar.bok
مَسَائِيَةً,مساأية,	س وأ,TRUE,mukhtar.bok
السُّوءُ,السوأ,	س وأ,TRUE,mukhtar.bok
الْمَسَاءَةِ,المساأة,	س وأ,TRUE,mukhtar.bok
السَّوْءِ,السوأ,	س وأ,TRUE,mukhtar.bok
السُّوءَى,السوأى,	س وأ,TRUE,mukhtar.bok
السَّيِّئَةُ,السيأة,	س وأ,TRUE,mukhtar.bok
السَّاجُ,الساج,	س وج,TRUE,mukhtar.bok
سَاحَةُ,ساحة,	س وح,TRUE,mukhtar.bok
سَاحٌ,ساح,	س وح,TRUE,mukhtar.bok
سَاحَاتٌ,ساحات,	س وح,TRUE,mukhtar.bok
سُوحٌ,سوح,	س وح,TRUE,mukhtar.bok
سَادَ,ساد,	س ود,TRUE,mukhtar.bok
سُودَدًا,سوددا,	س ود,TRUE,mukhtar.bok
سَيْدُودَةً,سيدودة,	س ود,TRUE,mukhtar.bok
سَيِّدٌ,سيد,	س ود,TRUE,mukhtar.bok
سَادَةٌ,سادة,	س ود,TRUE,mukhtar.bok
سَوَّدَهُ,سوده,	س ود,TRUE,mukhtar.bok
أَسْوَدُ,أسود,	س ود,TRUE,mukhtar.bok
سَائِدُ,ساأد,	س ود,TRUE,mukhtar.bok
السَّوَادُ,السواد,	س ود,TRUE,mukhtar.bok
اسْوَدَّ,اسود,	س ود,TRUE,mukhtar.bok
اسْوِدَادًا,اسودادا,	س ود,TRUE,mukhtar.bok
اسْوَادَّ اسْوِيدَادًا,اسواداسويدادا,	س ود,TRUE,mukhtar.bok
الْأَسْوَدِ,الأسود,	س ود,TRUE,mukhtar.bok
أُسَيِّدٌ,أسيد,	س ود,TRUE,mukhtar.bok
أُسَيْوِدٌ,أسيود,	س ود,TRUE,mukhtar.bok
سُوَيْدٌ,سويد,	س ود,TRUE,mukhtar.bok
الْأَسْوَدَانِ,الأسودان,	س ود,TRUE,mukhtar.bok
الْأَسْوَدُ,الأسود,	س ود,TRUE,mukhtar.bok
سَوَادٌ,سواد,	س ود,TRUE,mukhtar.bok
الْأَسَاوِدُ,الأساود,	س ود,TRUE,mukhtar.bok
سَاوَدَهُ,ساوده,	س ود,TRUE,mukhtar.bok
فَسَادَهُ,فساده,	س ود,TRUE,mukhtar.bok
السَّيِّدُ,السيد,	س ود,TRUE,mukhtar.bok
السَّوَادُ,السواد,	س ود,TRUE,mukhtar.bok
سَوَادُ,سواد,	س ود,TRUE,mukhtar.bok
أَسْوَدُهُ,أسوده,	س ود,TRUE,mukhtar.bok
سَوْدَاؤُهُ,سوداأه,	س ود,TRUE,mukhtar.bok
سُوَيْدَاؤُهُ,سويداأه,	س ود,TRUE,mukhtar.bok
سَوَادُ,سواد,	س ود,TRUE,mukhtar.bok
السُّورُ,السور,	س ور,TRUE,mukhtar.bok
أَسْوَارٌ,أسوار,	س ور,TRUE,mukhtar.bok
سِيرَانٌ,سيران,	س ور,TRUE,mukhtar.bok
السُّورُ,السور,	س ور,TRUE,mukhtar.bok
سُورَةٍ,سورة,	س ور,TRUE,mukhtar.bok
سُوَرٌ,سور,	س ور,TRUE,mukhtar.bok
سُورَاتٍ,سورات,	س ور,TRUE,mukhtar.bok
السِّوَارِ,السوار,	س ور,TRUE,mukhtar.bok
أَسْوِرَةٌ,أسورة,	س ور,TRUE,mukhtar.bok
أَسَاوِرَةٌ,أساورة,	س ور,TRUE,mukhtar.bok
إِسْوَارٌ,أسوار,	س ور,TRUE,mukhtar.bok
سَوَّرَهُ,سوره,	س ور,TRUE,mukhtar.bok
تَسْوِيرًا,تسويرا,	س ور,TRUE,mukhtar.bok
فَتَسَوَّرَهُ,فتسوره,	س ور,TRUE,mukhtar.bok
سَاسَ,ساس,	س وس,TRUE,mukhtar.bok
سِيَاسَةً,سياسة,	س وس,TRUE,mukhtar.bok
السُّوسُ,السوس,	س وس,TRUE,mukhtar.bok
سَاسَ,ساس,	س وس,TRUE,mukhtar.bok
سَوْسًا,سوسا,	س وس,TRUE,mukhtar.bok
أَسَاسَ,أساس,	س وس,TRUE,mukhtar.bok
سَوَّسَ,سوس,	س وس,TRUE,mukhtar.bok
تَسْوِيسًا,تسويسا,	س وس,TRUE,mukhtar.bok
السَّوْطُ,السوط,	س وط,TRUE,mukhtar.bok
أَسْوَاطٌ,أسواط,	س وط,TRUE,mukhtar.bok
سِيَاطٌ,سياط,	س وط,TRUE,mukhtar.bok
سَاطَهُ,ساطه,	س وط,TRUE,mukhtar.bok
السَّوْطُ,السوط,	س وط,TRUE,mukhtar.bok
الْمِسْوَاطُ,المسواط,	س وط,TRUE,mukhtar.bok
سَوَّطَهُ,سوطه,	س وط,TRUE,mukhtar.bok
تَسْوِيطًا,تسويطا,	س وط,TRUE,mukhtar.bok
السَّاعَةُ,الساعة,	س وع,TRUE,mukhtar.bok
السَّاعُ,الساع,	س وع,TRUE,mukhtar.bok
السَّاعَاتُ,الساعات,	س وع,TRUE,mukhtar.bok
مُسَاوَعَةً,مساوعة,	س وع,TRUE,mukhtar.bok
السَّاعَةُ,الساعة,	س وع,TRUE,mukhtar.bok
سُوَاعٌ,سواع,	س وع,TRUE,mukhtar.bok
سَاغَ,ساغ,	س وغ,TRUE,mukhtar.bok
سَاغَهُ,ساغه,	س وغ,TRUE,mukhtar.bok
أَسَاغَهُ,أساغه,	س وغ,TRUE,mukhtar.bok
سَاغَ,ساغ,	س وغ,TRUE,mukhtar.bok
سَوَّغَهُ,سوغه,	س وغ,TRUE,mukhtar.bok
الْمَسَافَةُ,المسافة,	س وف,TRUE,mukhtar.bok
السَّافُ,الساف,	س وف,TRUE,mukhtar.bok
سَوْفَ,سوف,	س وف,TRUE,mukhtar.bok
السَّوْفَ,السوف,	س وف,TRUE,mukhtar.bok
التَّسْوِيفُ,التسويف,	س وف,TRUE,mukhtar.bok
السَّاقُ,الساق,	س وق,TRUE,mukhtar.bok
سُوقٌ,سوق,	س وق,TRUE,mukhtar.bok
سِيقَانٌ,سيقان,	س وق,TRUE,mukhtar.bok
أَسْوُقٌ,أسوق,	س وق,TRUE,mukhtar.bok
سَاقُ,ساق,	س وق,TRUE,mukhtar.bok
سَاقَةُ,ساقة,	س وق,TRUE,mukhtar.bok
السُّوقُ,السوق,	س وق,TRUE,mukhtar.bok
تَسَوَّقَ,تسوق,	س وق,TRUE,mukhtar.bok
السُّوقَةُ,السوقة,	س وق,TRUE,mukhtar.bok
سُوَقٍ,سوق,	س وق,TRUE,mukhtar.bok
سَاقَ,ساق,	س وق,TRUE,mukhtar.bok
سَائِقٌ,ساأق,	س وق,TRUE,mukhtar.bok
سَوَّاقٌ,سواق,	س وق,TRUE,mukhtar.bok
اسْتَاقَهَا,استاقها,	س وق,TRUE,mukhtar.bok
فَانْسَاقَتْ,فانساقت,	س وق,TRUE,mukhtar.bok
سَاقَ,ساق,	س وق,TRUE,mukhtar.bok
السِّيَاقُ,السياق,	س وق,TRUE,mukhtar.bok
السَّوِيقُ,السويق,	س وق,TRUE,mukhtar.bok
السِّوَاكُ الْمِسْوَاكُ,السواكالمسواك,	س وك,TRUE,mukhtar.bok
سُوكٌ,سوك,	س وك,TRUE,mukhtar.bok
سَوَّكَ,سوك,	س وك,TRUE,mukhtar.bok
تَسْوِيكًا,تسويكا,	س وك,TRUE,mukhtar.bok
اسْتَاكَ,استاك,	س وك,TRUE,mukhtar.bok
تَسَوَّكَ,تسوك,	س وك,TRUE,mukhtar.bok
سَوَّلَتْ,سولت,	س ول,TRUE,mukhtar.bok
السُّومَةُ,السومة,	س وم,TRUE,mukhtar.bok
تَسَوَّمَ,تسوم,	س وم,TRUE,mukhtar.bok
الْمُسَوَّمَةُ,المسومة,	س وم,TRUE,mukhtar.bok
السَّائِمَةُ,الساأمة,	س وم,TRUE,mukhtar.bok
السَّامُ,السام,	س وم,TRUE,mukhtar.bok
سَامٌ,سام,	س وم,TRUE,mukhtar.bok
السَّوَامُ,السوام,	س وم,TRUE,mukhtar.bok
السَّائِمُ,الساأم,	س وم,TRUE,mukhtar.bok
سَامَتِ,سامت,	س وم,TRUE,mukhtar.bok
السَّائِمِ,الساأم,	س وم,TRUE,mukhtar.bok
السَّائِمَةِ,الساأمة,	س وم,TRUE,mukhtar.bok
سَوَائِمُ,سواأم,	س وم,TRUE,mukhtar.bok
أَسَامَهَا,أسامها,	س وم,TRUE,mukhtar.bok
السَّوْمُ,السوم,	س وم,TRUE,mukhtar.bok
سَاوَمَهُ,ساومه,	س وم,TRUE,mukhtar.bok
سِوَامًا,سواما,	س وم,TRUE,mukhtar.bok
اسْتَامَ,استام,	س وم,TRUE,mukhtar.bok
تَسَاوَمْنَا,تساومنا,	س وم,TRUE,mukhtar.bok
سُمْتُهُ,سمته,	س وم,TRUE,mukhtar.bok
سِيمَةً,سيمة,	س وم,TRUE,mukhtar.bok
السِّيمَةِ,السيمة,	س وم,TRUE,mukhtar.bok
سَامَهُ,سامه,	س وم,TRUE,mukhtar.bok
السِّيمَى,السيمى,	س وم,TRUE,mukhtar.bok
السِّيمَاءُ,السيماأ,	س وم,TRUE,mukhtar.bok
السِّيمِيَاءُ,السيمياأ,	س وم,TRUE,mukhtar.bok
السَّوَاءُ,السواأ,	س وا,TRUE,mukhtar.bok
سِوَى,سوى,	س وا,TRUE,mukhtar.bok
سُوَاكَ,سواك,	س وا,TRUE,mukhtar.bok
سِوَاكَ,سواك,	س وا,TRUE,mukhtar.bok
سَوَائِكَ,سواأك,	س وا,TRUE,mukhtar.bok
سَوَاءٌ,سواأ,	س وا,TRUE,mukhtar.bok
سَوَاءَانِ,سواأان,	س وا,TRUE,mukhtar.bok
سَوَاءٌ,سواأ,	س وا,TRUE,mukhtar.bok
أَسْوَاءٌ,أسواأ,	س وا,TRUE,mukhtar.bok
سَوَاسِيَةٌ,سواسية,	س وا,TRUE,mukhtar.bok
يُسَاوِيهِ,يساويه,	س وا,TRUE,mukhtar.bok
سَوَّيْتُ,سويت,	س وا,TRUE,mukhtar.bok
تَسْوِيَةً فَاسْتَوَى,تسويةفاستوى,	س وا,TRUE,mukhtar.bok
بِالسَّوِيَّةِ,بالسوية,	س وا,TRUE,mukhtar.bok
سَوِيُّ,سوي,	س وا,TRUE,mukhtar.bok
مُسْتَوٍ,مستو,	س وا,TRUE,mukhtar.bok
اسْتَوَى,استوى,	س وا,TRUE,mukhtar.bok
سَاوَى,ساوى,	س وا,TRUE,mukhtar.bok
اسْتَوَى,استوى,	س وا,TRUE,mukhtar.bok
سِوَى,سوى,	س وا,TRUE,mukhtar.bok
اسْتَوَى,استوى,	س وا,TRUE,mukhtar.bok
السَّوَاءُ,السواأ,	س وا,TRUE,mukhtar.bok
تَسَاوَوْا,تساووا,	س وا,TRUE,mukhtar.bok
السَّائِبَةُ,الساأبة,	س ي ب,TRUE,mukhtar.bok
سُيِّبَتْ,سيبت,	س ي ب,TRUE,mukhtar.bok
سَائِبَةٌ,ساأبة,	س ي ب,TRUE,mukhtar.bok
سُيَّبٌ,سيب,	س ي ب,TRUE,mukhtar.bok
السَّائِبَةُ,الساأبة,	س ي ب,TRUE,mukhtar.bok
السَّيَابُ,السياب,	س ي ب,TRUE,mukhtar.bok
سَاحَ,ساح,	س ي ح,TRUE,mukhtar.bok
السَّيْحُ,السيح,	س ي ح,TRUE,mukhtar.bok
سَاحَ,ساح,	س ي ح,TRUE,mukhtar.bok
سَيْحًا,سيحا,	س ي ح,TRUE,mukhtar.bok
سُيُوحًا,سيوحا,	س ي ح,TRUE,mukhtar.bok
سِيَاحَةً,سياحة,	س ي ح,TRUE,mukhtar.bok
سَيَحَانًا,سيحانا,	س ي ح,TRUE,mukhtar.bok
الْمِسْيَاحُ,المسياح,	س ي ح,TRUE,mukhtar.bok
بِالْمَسَايِيحِ,بالمساييح,	س ي ح,TRUE,mukhtar.bok
سَيْحَانُ,سيحان,	س ي ح,TRUE,mukhtar.bok
سَاحِينُ,ساحين,	س ي ح,TRUE,mukhtar.bok
سَيْحُونُ,سيحون,	س ي ح,TRUE,mukhtar.bok
سَارَ,سار,	س ي ر,TRUE,mukhtar.bok
تَسْيَارًا,تسيارا,	س ي ر,TRUE,mukhtar.bok
مَسِيرًا,مسيرا,	س ي ر,TRUE,mukhtar.bok
سَارَتْ,سارت,	س ي ر,TRUE,mukhtar.bok
سَارَهَا,سارها,	س ي ر,TRUE,mukhtar.bok
السِّيرَةُ,السيرة,	س ي ر,TRUE,mukhtar.bok
سَارَ,سار,	س ي ر,TRUE,mukhtar.bok
التَّسْيَارُ,التسيار,	س ي ر,TRUE,mukhtar.bok
سَايَرَهُ,سايره,	س ي ر,TRUE,mukhtar.bok
فَتَسَايَرَا,فتسايرا,	س ي ر,TRUE,mukhtar.bok
مَسِيرَةُ,مسيرة,	س ي ر,TRUE,mukhtar.bok
سَيَّرَهُ,سيره,	س ي ر,TRUE,mukhtar.bok
السَّيَّارَةُ,السيارة,	س ي ر,TRUE,mukhtar.bok
السَّيْرُ,السير,	س ي ر,TRUE,mukhtar.bok
سُيُورٌ,سيور,	س ي ر,TRUE,mukhtar.bok
سَائِرُ,ساأر,	س ي ر,TRUE,mukhtar.bok
سَارُ,سار,	س ي ر,TRUE,mukhtar.bok
السِّيَاعُ,السياع,	س ي ع,TRUE,mukhtar.bok
سَيَّعَ,سيع,	س ي ع,TRUE,mukhtar.bok
تَسْيِيعًا,تسييعا,	س ي ع,TRUE,mukhtar.bok
الْمِسْيَعَةُ,المسيعة,	س ي ع,TRUE,mukhtar.bok
السَّيْفُ,السيف,	س ي ف,TRUE,mukhtar.bok
أَسْيَافٌ,أسياف,	س ي ف,TRUE,mukhtar.bok
سُيُوفٌ,سيوف,	س ي ف,TRUE,mukhtar.bok
سَائِفٌ,ساأف,	س ي ف,TRUE,mukhtar.bok
سَيَّافٌ,سياف,	س ي ف,TRUE,mukhtar.bok
الْمُسَايَفَةُ,المسايفة,	س ي ف,TRUE,mukhtar.bok
تَسَايَفُوا,تسايفوا,	س ي ف,TRUE,mukhtar.bok
السَّيْلُ,السيل,	س ي ل,TRUE,mukhtar.bok
السُّيُولِ,السيول,	س ي ل,TRUE,mukhtar.bok
سَالَ,سال,	س ي ل,TRUE,mukhtar.bok
سَيَلَانًا,سيلانا,	س ي ل,TRUE,mukhtar.bok
مَسِيلُ,مسيل,	س ي ل,TRUE,mukhtar.bok
مَسَايِلُ,مسايل,	س ي ل,TRUE,mukhtar.bok
مُسُلٍ,مسل,	س ي ل,TRUE,mukhtar.bok
أَمْسِلَةٍ,أمسلة,	س ي ل,TRUE,mukhtar.bok
مُسْلَانٍ,مسلان,	س ي ل,TRUE,mukhtar.bok
السِّيلَانُ,السيلان,	س ي ل,TRUE,mukhtar.bok
طُورُ سِينِينَ,طورسينين,	س ي ن,TRUE,mukhtar.bok
سِيٌّ,سي,	س ي ا,TRUE,mukhtar.bok
سِيَّمَا,سيما,	س ي ا,TRUE,mukhtar.bok
الشَّأْفَةُ,الشأفة,	ش أف,TRUE,mukhtar.bok
الشَّأْمُ,الشأم,	ش أم,TRUE,mukhtar.bok
شَأْمِيٌّ,شأمي,	ش أم,TRUE,mukhtar.bok
شَآمٍ,شأام,	ش أم,TRUE,mukhtar.bok
شَآمِيٌّ,شأامي,	ش أم,TRUE,mukhtar.bok
شَآمِيَّةٌ,شأامية,	ش أم,TRUE,mukhtar.bok
شَآمِيَةٌ,شأامية,	ش أم,TRUE,mukhtar.bok
الْمَشْأَمَةُ,المشأمة,	ش أم,TRUE,mukhtar.bok
الشُّؤْمُ,الشأم,	ش أم,TRUE,mukhtar.bok
مَشُومٌ,مشوم,	ش أم,TRUE,mukhtar.bok
مَشْئُومٌ,مشأوم,	ش أم,TRUE,mukhtar.bok
تَشَاءَمَ,تشاأم,	ش أم,TRUE,mukhtar.bok
تَشَأَّمَ,تشأم,	ش أم,TRUE,mukhtar.bok
أَشْأَمَ,أشأم,	ش أم,TRUE,mukhtar.bok
الشَّأْنُ,الشأن,	ش أن,TRUE,mukhtar.bok
الشُّئُونِ,الشأون,	ش أن,TRUE,mukhtar.bok
الشَّأْوُ,الشأو,	ش أو,TRUE,mukhtar.bok
شَأْوًا,شأوا,	ش أو,TRUE,mukhtar.bok
الشَّأْوُ,الشأو,	ش أو,TRUE,mukhtar.bok
شَآهُمْ شَأْوًا,شأاهمشأوا,	ش أو,TRUE,mukhtar.bok
الشَّبَابُ,الشباب,	ش ب ب,TRUE,mukhtar.bok
الشُّبَّانُ,الشبان,	ش ب ب,TRUE,mukhtar.bok
الشَّبَابُ,الشباب,	ش ب ب,TRUE,mukhtar.bok
الشَّبِيبَةُ,الشبيبة,	ش ب ب,TRUE,mukhtar.bok
شَبَّ,شب,	ش ب ب,TRUE,mukhtar.bok
شَبَابًا,شبابا,	ش ب ب,TRUE,mukhtar.bok
شَبِيبَةً,شبيبة,	ش ب ب,TRUE,mukhtar.bok
شَابَّةٌ,شابة,	ش ب ب,TRUE,mukhtar.bok
شَبَّةٌ,شبة,	ش ب ب,TRUE,mukhtar.bok
الشِّبَابُ,الشباب,	ش ب ب,TRUE,mukhtar.bok
شَبَّ,شب,	ش ب ب,TRUE,mukhtar.bok
شَبِيبًا,شبيبا,	ش ب ب,TRUE,mukhtar.bok
شِبَابًا,شبابا,	ش ب ب,TRUE,mukhtar.bok
شَبَّ,شب,	ش ب ب,TRUE,mukhtar.bok
شُبُوبًا,شبوبا,	ش ب ب,TRUE,mukhtar.bok
الشَّبُوبُ,الشبوب,	ش ب ب,TRUE,mukhtar.bok
التَّشَبُّثُ,التشبث,	ش ب ث,TRUE,mukhtar.bok
الشَّبَحُ,الشبح,	ش ب ح,TRUE,mukhtar.bok
الشِّبْرُ,الشبر,	ش ب ر,TRUE,mukhtar.bok
الْأَشْبَارِ,الأشبار,	ش ب ر,TRUE,mukhtar.bok
الشَّبْرُ,الشبر,	ش ب ر,TRUE,mukhtar.bok
الشَّبُّوطُ,الشبوط,	ش ب ط,TRUE,mukhtar.bok
الشِّبَعُ,الشبع,	ش ب ع,TRUE,mukhtar.bok
شَبِعَ,شبع,	ش ب ع,TRUE,mukhtar.bok
الشِّبْعُ,الشبع,	ش ب ع,TRUE,mukhtar.bok
شَبْعَانُ,شبعان,	ش ب ع,TRUE,mukhtar.bok
شَبْعَى,شبعى,	ش ب ع,TRUE,mukhtar.bok
أَشْبَعَهُ,أشبعه,	ش ب ع,TRUE,mukhtar.bok
أَشْبَعَ,أشبع,	ش ب ع,TRUE,mukhtar.bok
الْمُتَشَبِّعُ,المتشبع,	ش ب ع,TRUE,mukhtar.bok
شُبْعَةٌ,شبعة,	ش ب ع,TRUE,mukhtar.bok
الشَّبَقُ,الشبق,	ش ب ق,TRUE,mukhtar.bok
الشَّبْكُ,الشبك,	ش ب ك,TRUE,mukhtar.bok
تَشْبِيكُ,تشبيك,	ش ب ك,TRUE,mukhtar.bok
الشُّبَّاكَةُ,الشباكة,	ش ب ك,TRUE,mukhtar.bok
الشَّبَابِيكِ,الشبابيك,	ش ب ك,TRUE,mukhtar.bok
الشَّبَكَةُ,الشبكة,	ش ب ك,TRUE,mukhtar.bok
شِبَاكٌ,شباك,	ش ب ك,TRUE,mukhtar.bok
اشْتَبَكَ,اشتبك,	ش ب ك,TRUE,mukhtar.bok
الشِّبْلُ,الشبل,	ش ب ل,TRUE,mukhtar.bok
أَشْبُلٌ,أشبل,	ش ب ل,TRUE,mukhtar.bok
أَشْبَالٌ,أشبال,	ش ب ل,TRUE,mukhtar.bok
الشَّبَمُ,الشبم,	ش ب م,TRUE,mukhtar.bok
شَبِمَ,شبم,	ش ب م,TRUE,mukhtar.bok
شَبِمٌ,شبم,	ش ب م,TRUE,mukhtar.bok
شَبَاةُ,شباة,	ش ب ا,TRUE,mukhtar.bok
الشَّبَا,الشبا,	ش ب ا,TRUE,mukhtar.bok
الشَّبَوَاتُ,الشبوات,	ش ب ا,TRUE,mukhtar.bok
شَتٌّ,شت,	ش ت ت,TRUE,mukhtar.bok
شَتَّ,شت,	ش ت ت,TRUE,mukhtar.bok
شَتًّا,شتا,	ش ت ت,TRUE,mukhtar.bok
شَتَاتًا,شتاتا,	ش ت ت,TRUE,mukhtar.bok
اسْتَشَتَّ,استشت,	ش ت ت,TRUE,mukhtar.bok
تَشَتَّتَ,تشتت,	ش ت ت,TRUE,mukhtar.bok
شَتَّتَهُ تَشْتِيتًا,شتتهتشتيتا,	ش ت ت,TRUE,mukhtar.bok
شَتَّى,شتى,	ش ت ت,TRUE,mukhtar.bok
أَشْتَاتًا,أشتاتا,	ش ت ت,TRUE,mukhtar.bok
شَتٌّ,شت,	ش ت ت,TRUE,mukhtar.bok
شَتَّانَ,شتان,	ش ت ت,TRUE,mukhtar.bok
الشَّتَرُ,الشتر,	ش ت ر,TRUE,mukhtar.bok
شَتِرَ,شتر,	ش ت ر,TRUE,mukhtar.bok
أَشْتَرُ,أشتر,	ش ت ر,TRUE,mukhtar.bok
شُتِرَ,شتر,	ش ت ر,TRUE,mukhtar.bok
الشَّتْمُ,الشتم,	ش ت م,TRUE,mukhtar.bok
الشَّتِيمَةُ,الشتيمة,	ش ت م,TRUE,mukhtar.bok
التَّشَاتُمُ,التشاتم,	ش ت م,TRUE,mukhtar.bok
الْمُشَاتَمَةُ,المشاتمة,	ش ت م,TRUE,mukhtar.bok
الشِّتَاءُ,الشتاأ,	ش ت ا,TRUE,mukhtar.bok
شَتْوَةٍ,شتوة,	ش ت ا,TRUE,mukhtar.bok
أَشْتِيَةٌ,أشتية,	ش ت ا,TRUE,mukhtar.bok
شَتْوِيٌّ,شتوي,	ش ت ا,TRUE,mukhtar.bok
شَتَوِيٌّ,شتوي,	ش ت ا,TRUE,mukhtar.bok
شَتَا,شتا,	ش ت ا,TRUE,mukhtar.bok
تَشَتَّى,تشتى,	ش ت ا,TRUE,mukhtar.bok
أَشْتَى,أشتى,	ش ت ا,TRUE,mukhtar.bok
مُشَاتَاةً,مشاتاة,	ش ت ا,TRUE,mukhtar.bok
يُشَتِّينِي تَشْتِيَةً,يشتينيتشتية,	ش ت ا,TRUE,mukhtar.bok
الشَّثُّ,الشث,	ش ث ث,TRUE,mukhtar.bok
الشِّجَاجُ,الشجاج,	ش ج ج,TRUE,mukhtar.bok
شَجَّةٍ,شجة,	ش ج ج,TRUE,mukhtar.bok
شَجَّهُ,شجه,	ش ج ج,TRUE,mukhtar.bok
شَجًّا,شجا,	ش ج ج,TRUE,mukhtar.bok
مَشْجُوجٌ,مشجوج,	ش ج ج,TRUE,mukhtar.bok
شَجِيجٌ,شجيج,	ش ج ج,TRUE,mukhtar.bok
مُشَجَّجٌ,مشجج,	ش ج ج,TRUE,mukhtar.bok
أَشَجُّ,أشج,	ش ج ج,TRUE,mukhtar.bok
الشَّجَّةِ,الشجة,	ش ج ج,TRUE,mukhtar.bok
الشَّجَرُ,الشجر,	ش ج ر,TRUE,mukhtar.bok
الشَّجَرَةُ,الشجرة,	ش ج ر,TRUE,mukhtar.bok
شَجِيرَةٌ,شجيرة,	ش ج ر,TRUE,mukhtar.bok
شَجْرَاءُ,شجراأ,	ش ج ر,TRUE,mukhtar.bok
الْأَشْجَارِ,الأشجار,	ش ج ر,TRUE,mukhtar.bok
شَجِيرٌ,شجير,	ش ج ر,TRUE,mukhtar.bok
الشَّجْرَاءِ,الشجراأ,	ش ج ر,TRUE,mukhtar.bok
مَشْجَرَةٌ,مشجرة,	ش ج ر,TRUE,mukhtar.bok
شَجَرَ,شجر,	ش ج ر,TRUE,mukhtar.bok
اشْتَجَرَ,اشتجر,	ش ج ر,TRUE,mukhtar.bok
تَشَاجَرُوا,تشاجروا,	ش ج ر,TRUE,mukhtar.bok
الْمُشَاجَرَةُ,المشاجرة,	ش ج ر,TRUE,mukhtar.bok
الشَّجَاعَةُ,الشجاعة,	ش ج ع,TRUE,mukhtar.bok
شَجُعَ,شجع,	ش ج ع,TRUE,mukhtar.bok
شُجَاعٌ,شجاع,	ش ج ع,TRUE,mukhtar.bok
شِجْعَةٌ,شجعة,	ش ج ع,TRUE,mukhtar.bok
شِجْعَانٌ,شجعان,	ش ج ع,TRUE,mukhtar.bok
شَجِيعٌ,شجيع,	ش ج ع,TRUE,mukhtar.bok
شُجْعَانٌ,شجعان,	ش ج ع,TRUE,mukhtar.bok
شُجَعَاءُ,شجعاأ,	ش ج ع,TRUE,mukhtar.bok
شُجَاعَةٌ,شجاعة,	ش ج ع,TRUE,mukhtar.bok
