Root,No of derevatives found,derevatives found,Root Length,Has Vowel,Full Text
طيب,8, الطَّيِّبُ طَيِّبٌ طَيِّبًا الطَّيِّبُ وَالطَّيِّبَاتِ طَابَ طَيِّبَاتِ وَالطَّيِّبُ,3,vowel, *طيب*	 الطَّيِّبُ خِلَافُ الْخُبْثِ فِي الْمَعْنَيَيْنِ يُقَالُ شَيْءٌ طَيِّبٌ أَيْ طَاهِرٌ نَظِيفٌ أَوْ مُسْتَلَذٌّ طَعْمًا وَرِيحًا وَخَبِيثٌ أَيْ نَجَسٌ أَوْ كَرِيهُ الطَّعْمِ وَالرَّائِحَةِ قَالَ اللَّهُ تَعَالَى فَتَيَمَّمُوا صَعِيدًا طَيِّبًا أَيْ طَاهِرًا عَنْ الزَّجَّاجِ وَغَيْرِهِ وَمِنْهُ وَالْبَلَدُ الطَّيِّبُ يَخْرُجُ نَبَاتُهُ بِإِذْنِ رَبِّهِ وَاَلَّذِي خَبُثَ يَعْنِي الْأَرْضَ الْغُدَّةَ الْكَرِيمَةَ التُّرْبَةِ وَاَلَّذِي خَبُثَ الْأَرْضُ السَّبِخَةُ الَّتِي لَا تُنْبِتُ مَا يُنْتَفَعُ بِهِ وقَوْله تَعَالَى قُلْ مَنْ حَرَّمَ زِينَةَ اللَّهِ الَّتِي أَخْرَجَ لِعِبَادِهِ وَالطَّيِّبَاتِ مِنْ الرِّزْقِ يَعْنِي الْمُسْتَلَذَّاتِ مِنْ الْمَآكِلِ وَالْمَشَارِبِ وقَوْله تَعَالَى وَيُحَرِّمُ عَلَيْهِمْ الْخَبَائِثَ يَعْنِي كُلَّ شَيْءٍ نَجَسٍ كَالدَّمِ وَالْمَيْتَةِ وَنَحْوِهِمَا وَفِي الْحَدِيثِ مَنْ أَكَلَ مِنْ هَذِهِ الشَّجَرَةِ الْخَبِيثَةِ فَلَا يَقْرَبَنَّ مَسْجِدَنَا قِيلَ هِيَ الْكُرَّاثُ وَالثُّومُ وَالْبَصَلُ هَذَا أَصْلُهُمَا ثُمَّ جُعِلَا عِبَارَتَيْنِ عَمَّا يُقَارِبُ ذَلِكَ مِنْ الْحِلِّ وَالْحُرْمَةِ وَالْفَسَادِ وَالْجَوْدَةِ وَالرَّدَاءَةِ قَالَ اللَّهُ تَعَالَى فَانْكِحُوا مَا طَابَ لَكُمْ مِنْ النِّسَاءِ أَيْ مَا حَلَّ لَكُمْ وَقَالَ اللَّهُ عَزَّ وَجَلَّ أَنْفِقُوا مِنْ طَيِّبَاتِ مَا كَسَبْتُمْ أَيْ مِنْ جِيَادِ مَكْسُوبَاتِكُمْ أَوْ مِنْ حَلَالِهَا وَفِي ضِدِّهِ | وَلَا تَيَمَّمُوا الْخَبِيثَ | أَيْ الرَّدِيءَ أَوْ الْحَرَامَ يَعْنِي لَا تَقْصِدُوا مِثْلَهُ فَتَصَدَّقُوا بِهِ وقَوْله تَعَالَى لَا يَسْتَوِي الْخَبِيثُ وَالطَّيِّبُ عَامٌّ فِي حَلَالِ الْمَالِ وَحَرَامِهِ وَصَالِحِ الْعَمَلِ وَطَالِحِهِ وَصَحِيحِ الْمَذَاهِبِ وَفَاسِدِهَا وَجَيِّدِ النَّاسِ وَرَدِيِّهِمْ
طير,6, الطَّيْرُ طُيُورٌ الطَّيْرَ طَيْرًا طَارَ طَارَ,3,vowel, *طير*	 الطَّيْرُ اسْمُ جَمْعٍ مُؤَنَّثٍ وَقَدْ يُقَالُ لِلْوَاحِدِ عَنْ قُطْرُبٍ وَكَذَا حَكَاهُ ثَعْلَبٌ عَنْ أَبِي عُبَيْدَةَ أَيْضًا وَجَمْعُهُ طُيُورٌ وَعَلَيْهِ قَوْلُ مُحَمَّدٍ رَحِمَهُ اللَّهُ  فِي الْمُحْرِمِ يَذْبَحُ الطَّيْرَ الْمُسَرْوَلَ وَقَوْلُهُ اشْتَرَى بَازِيًا عَلَى أَنَّهُ صَيُودٌ أَوْ [طَيْرًا] عَلَى أَنَّهُ رَاعٍ وَقَوْلُهُمْ طَارَ لَهُ مِنْ نَصِيبِهِ كَذَا أَيْ صَارَ وَحَصَلَ مَجَازٌ أَنْشَدَ ابْنُ الْأَعْرَابِيِّ فَإِنِّي لَسْتُ مِنْكِ وَلَسْتِ مِنِّي إذَا مَا طَارَ مِنْ مَالِي الثَّمِينُ يَقُولُ لِامْرَأَتِهِ إذَا هَلَكْتُ وَصَارَ لَكِ الثُّمُنُ مِنْ مَالِي فَلَسْتِ حِينَئِذٍ مِنِّي وَلَا أَنَا مِنْكِ بَابُ الظَّاءِ الْمُعْجَمَةِ   الظَّاءُ مَعَ الْهَمْزَةِ
ظأر,4, الظِّئْرُ وَالظُّئُورَةُ وَظَأَرَ تَظْأَرُنَا,3,vowel, *ظأر*	 الظِّئْرُ الْحَاضِنَةُ وَالْحَاضِنُ أَيْضًا وَجَمْعُهُ أَظْآرٌ وَالظُّئُورَةُ فِي مَصْدَرِهِ مِمَّا لَمْ أَسْمَعْهُ وَظَأَرَ النَّاقَةَ عَطَفَهَا عَلَى غَيْرِ وَلَدِهَا وَمِنْهُ قَوْلُهُ مِنْ أَوَامِركَ الَّتِي [تَظْأَرُنَا] عَلَيْكَ أَيْ تَعْطِفُنَا أَوْ وَتُمِيلُنَا  الظَّاءُ مَعَ الْبَاءِ الظَّاءُ مَعَ الْبَاءِ
ظبي,1, ظَبْيَانَ,3,vowel, *ظبي*	 أَبُو ظَبْيَانَ فِي جن الظَّاءُ مَعَ التَّاءِ إلَى الذَّالِ فَارِغٌ الظَّاءُ مَعَ الرَّاءِ
ظرب,4, الظَّرِبُ الظِّرَابِ ظَرِبٍ الظِّرَابَ,3,no vowel, *ظرب*	 الظَّرِبُ بِفَتْحِ الظَّاءِ وَكَسْرِ الرَّاءِ وَاحِدُ الظِّرَابِ وَهِيَ الرَّوَابِي الصِّغَارُ وَمِنْهُ خَطَبَنَا عَلِيٌّ بِذِي قَارٍ عَلَى ظَرِبٍ وَقَوْلُهُمْ حَتَّى مَلَأَ الظَّلَامُ الظِّرَابَ
ظرر,7, الظُّرَرُ ظِرَّانٌ وَظُرَّانٌ الظِّرَارُ وَالظُّرَرُ مَظَرَّةٌ مَظَارٌّ,3,no vowel, *ظرر*	 الظُّرَرُ حَجَرٌ صَلْبٌ مُحَدَّدٌ وَجَمْعُهُ ظِرَّانٌ وَظُرَّانٌ وَعَنْ النَّضْرِ الظِّرَارُ وَاحِدٌ وَجَمْعُهُ أَظِرَّةٌ قَالَ وَالظُّرَرُ حَجَرٌ أَمْلَسُ عَرِيضٌ يَكْسِرُهُ الرَّجُلُ فَيَجْزُرُ بِهِ الْجَزُورَ وَيُقَالُ لِلْكِسْرَةِ مِنْهُ مَظَرَّةٌ وَجَمْعُهَا مَظَارٌّ وَهِيَ كَالسَّكَاكِينِ لِلْعَرَبِ
ظرف,7, الظَّرْفُ وَالظَّرَافَةُ الظَّرْفُ ظَرِيفًا ظِرَافٍ وَالظَّرْفُ ظُرُوفٌ,3,no vowel, *ظرف*	 الظَّرْفُ وَالظَّرَافَةُ الْكَيْسُ وَالذَّكَاءُ وَعَنْ ابْنِ الْأَعْرَابِيِّ الظَّرْفُ فِي اللِّسَانِ وَمِنْهُ حَدِيثُ عُمَرَ  رَضِيَ اللَّهُ عَنْهُ  إذَا كَانَ اللِّصُّ [ظَرِيفًا] لَا يُقْطَعُ أَيْ كَيِّسًا جَيِّدَ الْكَلَامِ يَدْرَأُ الْحَدَّ عَنْ نَفْسِهِ بِاحْتِجَاجِهِ وَقَدْ أَظْرَفَ إذَا جَاءَ بِأَوْلَادٍ ظِرَافٍ وَقَوْلُهُمْ أَظْرَفَ مُحَمَّدٌ رَحِمَهُ اللَّهُ  فِي الْعِبَارَةِ حَيْثُ قَالَ الْكَعْبَةُ تُبْنَى إنْ كَانَتْ الرِّوَايَةُ مَحْفُوظَةً عَنْ الثِّقَاتِ خُرِّجَ لَهُ وَجْهٌ وَإِلَّا فَالصَّوَابُ أَطْرَفَ بِالطَّاءِ غَيْرِ مُعْجَمَةٍ أَيْ جَاءَ بِطُرْفَةٍ وَهِيَ كُلُّ شَيْءٍ اسْتَحْدَثْتَهُ فَأَعْجَبَكَ وَالْعِبَارَةُ عَنْ الِانْهِدَامِ بِالْبِنَاءِ طُرْفَةٌ مُعْجِبَةٌ كَمَا تَرَى وَالظَّرْفُ الْوِعَاءُ وَجَمْعُهُ ظُرُوفٌ وَالْأَظْرَافُ تَحْرِيفٌ الظَّاءُ مَعَ الْعَيْنِ
ظعن,2, الظَّعِينَةُ ظُعُنٌ,3,no vowel, *ظعن*	 الظَّعِينَةُ الْمَرْأَةُ وَأَصْلُهَا الْهَوْدَجُ وَالْجَمْعُ ظُعُنٌ وَأَظْعَانٌ وَظَعَائِنُ الظَّاءُ مَعَ الْفَاءِ
ظفر,11, الظُّفُرِ وَالظَّفَرَةُ الظُّفْرَةَ وَالظُّفْرَ ظَفِرَةٌ مَظْفُورٌ ظَفَرَهْ بِظُفْرٍ ظُفْرًا وَظَفَارِ الظَّفَارِيُّ,3,no vowel, *ظفر*	 الْأَظَافِيرُ جَمْعُ أُظْفُورٍ لُغَةٌ فِي الظُّفُرِ قَالَ أَبُو نُوَاسٍ كَأَنَّمَا الْأُظْفُورُ فِي قِنَابِهِ مُوسَى صَنَاعٍ رُدَّ فِي نِصَابِهِ وَالظَّفَرَةُ بِفَتْحَتَيْنِ جُلَيْدَةٌ تَنْبُتُ فِي بَيَاضِ الْعَيْنِ وَيُسَمِّيهَا الْأَطِبَّاءُ الظُّفْرَةَ وَالظُّفْرَ وَيُقَالُ عَيْنٌ ظَفِرَةٌ وَرَجُلٌ مَظْفُورٌ وَأَنْشَدَ أَبُو الْهَيْثَمِ مَا الْقَوْلُ فِي عُجَيْزٍ كَالْحَمْرَهْ بِعَيْنِهَا مِنْ الْبُكَاءِ ظَفَرَهْ حَلَّ ابْنُهَا فِي الْحَبْسِ وَسْطَ الْكَفَرَهْ وَالْأَظْفَارُ شَيْءٌ مِنْ الْعِطْرِ شَبِيهٌ بِظُفْرٍ مُقَلَّفٍ مِنْ أَصْلِهِ قَالَ الْأَزْهَرِيُّ وَلَا يُفْرَدُ مِنْهُ وَاحِدٌ وَإِنْ أُفْرِدَ يَنْبَغِي أَنْ يَكُونَ [ظُفْرًا] وَيُجْمَعُ عَلَى أَظَافِيرَ وَظَفَارِ مَبْنِيٌّ عَلَى الْكَسْرِ مَدِينَةٌ بِالْيَمَنِ إلَيْهَا يُنْسَبُ الْجَزْعُ الظَّفَارِيُّ أَظْفَارٌ فِي ن ب الظَّاءُ مَعَ اللَّامِ
ظلع,3, الظَّلْعُ الظَّلْعِ ظَلَعُهَا,3,no vowel, *ظلع*	 الظَّلْعُ بِسُكُونِ اللَّامِ عَرَجٌ ضَعِيفٌ مِنْ بَابِ مَنَعَ وَمِنْهُ رَخَّصَ فِي يَسِيرِ الظَّلْعِ وَالْبَيِّنُ ظَلَعُهَا فِي ض ل
ظلل,4, الظُّلَّةُ ظِلَّهُ مُظِلَّةٌ ظِلَّةُ,3,no vowel, *ظلل*	 الظُّلَّةُ كُلُّ مَا أَظَلَّكَ مِنْ بِنَاءٍ أَوْ جَبَلٍ أَوْ سَحَابٍ أَيْ سَتَرَكَ وَأَلْقَى ظِلَّهُ عَلَيْكَ وَلَا يُقَالُ أَظَلَّ عَلَيْهِ وَأَمَّا قَوْلُهُ وَلَوْ كَانَ لِأَحَدِهِمَا مَشْجَرَةٌ أَغْصَانُهَا مُظِلَّةٌ عَلَى نَصِيبِ الْآخَرِ فَعَامِّيٌّ وَكَأَنَّهُمْ لَمَّا اسْتَفَادُوا مِنْهُ مَعْنَى الْإِشْرَافِ عَدَّوْهُ تَعْدِيَتَهُ وَلَوْ قَالُوا بِالطَّاءِ غَيْرِ الْمُعْجَمَةِ لَصَحَّ وَقَوْلُ الْفُقَهَاءِ ظِلَّةُ الدَّارِ يُرِيدُونَ بِهَا السُّدَّةَ الَّتِي فَوْقَ الْبَابِ وَعَنْ صَاحِبِ الْحَصْرِ هِيَ الَّتِي أَحَدُ طَرَفَيْ جُذُوعِهَا عَلَى هَذِهِ الدَّارِ وَطَرَفُهَا الْآخَرُ عَلَى حَائِطِ الْجَارِ الْمُقَابِلِ
ظلم,8, الْمَظْلِمَةُ الظُّلْمُ مَظْلِمَةٌ مَظْلِمَتِي وَظُلَامَتِي ظُلْمًا الْمَظَالِمِ ظُلَامَتِهِ,3,no vowel, *ظلم*	 الْمَظْلِمَةُ الظُّلْمُ فِي قَوْلِ مُحَمَّدٍ رَحِمَهُ اللَّهُ  فِي هَذَا مَظْلِمَةٌ لِلْمُسْلِمِينَ وَاسْمٌ لِلْمَأْخُوذِ فِي قَوْلِهِمْ عِنْدَ فُلَانٍ [مَظْلِمَتِي] [وَظُلَامَتِي] أَيْ حَقِّي الَّذِي أُخِذَ مِنِّي [ظُلْمًا] وَأَمَّا فِي يَوْمِ الْمَظَالِمِ فَعَلَى حَذْفِ الْمُضَافِ وَقَوْلُهُ فَظَنَّ النَّصْرَانِيُّ أَنَّهُ لَمْ يَلْتَفِتْ إلَى ظُلَامَتِهِ يَعْنِي شِكَايَتَهُ وَهُوَ تَوَسُّعٌ الظَّاءُ مَعَ النُّونِ
ظنن,9, الظَّنُّ الْمَظِنَّةُ وَمَظَانِّهِ ظَنَّهُ ظِنَّةً ظِنَّةً الظِّنَّةِ وَالظَّنِينُ ظَنِينٍ,3,no vowel, *ظنن*	 الظَّنُّ الْحِسْبَانُ وَقَدْ يُسْتَعْمَلُ فِي مَعْنَى الْعِلْمِ مَجَازًا مِنْهُ الْمَظِنَّةُ الْمَعْلَمُ وَمِنْهَا قَوْلُهُمْ فِي الْبَيْضَةِ الْمَذِرَةِ جَازَ لِأَنَّهُ فِي مَعْدِنِهِ وَمَظَانِّهِ وَالضَّادُ خَطَأٌ وَيُقَالُ ظَنَّهُ وَأَظَنَّهُ إذَا اتَّهَمَهُ ظِنَّةً وَقَوْلُهُ فِي الْمَنَاسِكِ ظِنَّةً مِنْهُ بِشَعْرِهِ إنَّمَا هِيَ بِالضَّادِ وَكَذَا قَوْلُهُ الظَّاهِرُ فِي الْمَاءِ عَدَمُ الظِّنَّةِ لِأَنَّ الْمُرَادَ الْبُخْلُ وَالْمَنْعُ لَا التُّهْمَةُ وَالظَّنِينُ الْمُتَّهَمُ وَمِنْهُ لَا تَجُوزُ شَهَادَةُ خَائِنٍ وَلَا خَائِنَةٍ وَلَا ظَنِينٍ فِي وَلَاءٍ وَلَا فِي قَرَابَةٍ قَالَ أَبُو عُبَيْدٍ الْمُرَادُ أَنْ يُتَّهَمَ الْمُعْتَقُ بِالنِّسْبَةِ إلَى غَيْرِ مَوَالِيهِ أَوَالْوَلَدُ بِالدَّعْوَةِ إلَى غَيْرِ أَبِيهِ أَوْ يُتَّهَمُ فِي شَهَادَتِهِ لِقَرِيبِهِ كَالْوَالِدِ لِلْوَلَدِ الظَّاءُ مَعَ الْهَاءِ
ظهر,31, الظَّهْرُ ظُهَيْرٍ ظَهْرًا الظَّهْرِ ظَهْرِ فَالظَّهْرُ ظَهْرِ وَظَهْرِ وَظَاهَرَ ظِهَارًا وَتَظَاهَرَ وَاظَّاهَرَ كَظَهْرِ وَظَاهَرَهُ ظَهِيرُهُ وَظَاهَرَ ظَاهَرَ الْمُظَاهَرَةِ وَظَهَرَ ظَهَرُوا وَظُهِرَ ظَهَرَ ظَهْرِهِ الظُّهُورِ تَظْهَرَ يَظْهَرْ يَظْهَرْ تَسْتَظْهِرُ وَالظُّهْرُ بِالظُّهْرِ الظُّهْرَ,3,no vowel, *ظهر*	 الظَّهْرُ خِلَافُ الْبَطْنِ وَبِتَصْغِيرِهِ سُمِّيَ وَالِدُ أُسَيْدَ بْنِ ظُهَيْرٍ وَيُسْتَعَارُ لِلدَّابَّةِ أَوَالرَّاحِلَةِ وَمِنْهُ وَلَا [ظَهْرًا] أَبْقَى وَكَذَا قَوْلُ مُحَمَّدٍ رَحِمَهُ اللَّهُ  وَإِذَا كَانَ رَجُلًا مَعَهُ قُوَّةٌ مِنْ الظَّهْرِ وَالْعَبِيدِ وَالْإِمَاءِ وَأَمَّا لَا صَدَقَةَ إلَّا عَنْ ظَهْرِ غِنًى أَيْ صَادِرَةٌ عَنْ غِنًى فَالظَّهْرُ فِيهِ مُقْحَمٌ كَمَا فِي ظَهْرِ الْقَلْبِ وَظَهْرِ الْغَيْبِ وَظَاهَرَ مِنْ امْرَأَتِهِ [ظِهَارًا] وَتَظَاهَرَ وَاظَّاهَرَ بِمَعْنًى وَهُوَ أَنْ يَقُولَ لَهَا أَنْتِ عَلَيَّ كَظَهْرِ أُمِّي وَ[ظَاهَرَ]هُ عَاوَنَهُ وَهُوَ ظَهِيرُهُ وَظَاهَرَ بَيْنَ ثَوْبَيْنِ وَدِرْعَيْنِ لَبِسَ أَحَدَهُمَا عَلَى الْآخَرِ وَقَوْلُهُ ظَاهَرَ بِدِرْعَيْنِ فِيهِ نَظَرٌ وَوَجْهُهُ أَنْ يَجْعَلَ الْبَاءَ لِلْمُلَابَسَةِ لَا مِنْ صِلَةِ الْمُ[ظَاهَرَ]ةِ وَظَهَرَ عَلَيْهِ غَلَبَهُ وَمِنْهُ وَلَمَّا [ظَهَرُوا] عَلَى كِسْرَى ظَفِرُوا بِمَطْبَخِهِ وَظُهِرَ عَلَى اللِّصِّ غُلِبَ وَهُوَ مِنْ قَوْلِهِمْ ظَهَرَ فُلَانٌ السَّطْحَ إذَا عَلَاهُ وَحَقِيقَتُهُ صَارَ عَلَى [ظَهْرِ]هِ وَأَصْلُ الظُّهُورِ خِلَافُ الْخَفَاءِ وَقَدْ يُعَبَّرُ بِهِ عَنْ الْخُرُوجِ وَالْبُرُوزِ لِأَنَّهُ يَرْدَفُ ذَلِكَ وَعَلَيْهِ حَدِيثُ عَائِشَةَ  رَضِيَ اللَّهُ عَنْهَا  كَانَ رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ صَلَّى الْعَصْرَ وَالشَّمْسُ فِي حُجْرَتِهَا قَبْلَ أَنْ تَظْهَرَ وَتَصْدِيقُهُ فِي الرِّوَايَةِ الْأُخْرَى وَالشَّمْسُ لَمْ تَخْرُجْ مِنْ حُجْرَتِهَا وَأَمَّا مَا رُوِيَ لَمْ يَظْهَرْ الْفَيْءُ مِنْ حُجْرَتِهَا أَوْ وَالشَّمْسُ طَالِعَةٌ فِي حُجْرَتِي لَمْ يَظْهَرْ الْفَيْءُ بَعْدُ فَعَلَى الْكِنَايَةِ وَعَنْ الشَّافِعِيِّ رَحِمَهُ اللَّهُ  أَنَّ هَذَا أَبْيَنُ مَا رُوِيَ فِي أَوَّلِ وَقْتِ الْعَصْرِ لِأَنَّ حُجَرَ أَزْوَاجِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ فِي مَوْضِعٍ مُنْخَفِضٍ مِنْ الْمَدِينَةِ وَلَيْسَتْ هِيَ بِالْوَاسِعَةِ وَذَلِكَ أَسْرَعُ لِارْتِفَاعِ الشَّمْسِ عَنْهَا وَالْمُسْتَحَاضَةُ تَسْتَظْهِرُ بِكَذَا أَيْ تَسْتَوْثِقُ وَالظُّهْرُ مَا بَعْدَ الزَّوَالِ وَأَمَّا أَبْرِدُوا بِالظُّهْرِ وَصَلَّى الظُّهْرَ فَعَلَى حَذْفِ الْمُضَافِ باب العين المهملة   الْعَيْن مَعَ الْهَمْزَةِ فَارِغٌ الْعَيْنُ مَعَ الْبَاءِ الْمُوَحَّدَةِ
عبب,1, الْعَبُّ,3,no vowel, *عبب*	 الْعَبُّ مِنْ بَابِ طَلَبَ أَنْ يَشْرَبَ الْمَاءَ بِمَرَّةٍ مِنْ غَيْرِ أَنْ يَقْطَعَ الْجَرْعَ وَقَالَ أَبُو عَمْرٍو وَالْحَمَامُ يَشْرَبُ هَكَذَا بِخِلَافِ سَائِرِ الطَّيْرِ فَإِنَّهَا تَشْرَبُ شَيْئًا شَيْئًا
عبث,1, الْعَبَثُ,3,no vowel, *عبث*	 الْعَبَثُ مِنْ بَابِ لَبِسَ هُوَ اللَّعِبُ وَتَخْلِيطُ مَا لَا فَائِدَةَ فِيهِ مِنْ الْأَعْمَالِ
عبد,13, عَبْدَ عَبْدٍ عَبْدُ عُبَادُ وَعُبَادَةُ عُبَيْدَةُ مَعْبَدٍ الْعَبْدِ عَبَادَى عَبْدَ عَبْدٍ عَبَادِيدَ عَبَّادَانُ,3,no vowel, *عبد*	 فِي الْحَدِيثِ كُنْ فِي الْفِتْنَةِ حِلْسًا أَيْ مُلَازِمًا لِبَيْتِك وَإِنْ دُخِلَ عَلَيْكَ فَكُنْ عَبْدَ اللَّهِ الْمَقْتُولَ هَكَذَا صَحَّ وَعِنْدُ بِالنُّونِ تَصْحِيفٌ وَابْنُ أُمِّ عَبْدٍ هُوَ عَبْدُ اللَّهِ بْنُ مَسْعُودٍ وَفِي كَرَاهِيَةِ رَفْعِ الصَّوْتِ عِنْدَ الْجَنَائِزِ قَيْسُ بْنُ عُبَادُ بِالضَّمِّ وَالتَّخْفِيفِ وَهُوَ تَابِعِيٌّ يَرْوِي عَنْ عَلِيٍّ  رَضِيَ اللَّهُ عَنْهُ  وَعَنْهُ الْحَسَنُ وَعُبَادَةُ تَحْرِيفٌ عُبَيْدَةُ السَّلْمَانِيُّ تَابِعِيٌّ بِفَتْحِ الْعَيْنِ وَوَابِصَةُ بْنُ مَعْبَدٍ مَفْعَلٌ مِنْ الْعَبْدِ وَمَعْدٌ تَحْرِيفٌ  وَفِي السِّيَرِ أَنَّ [عَبَادَى] نَصْرَانِيًّا أَهْدَى إلَى رَسُولِ اللَّهِ  صَلَّى اللَّهُ عَلَيْهِ وَآلِهِ وَسَلَّمَ  بِوَزْنِ حَبَالَى وَقَوْلُهُ فِي الْإِحْصَارِ مَذْهَبُنَا مَرْوِيٌّ عَنْ الْعَبَادِلَةِ الثَّلَاثَةِ ابْنِ مَسْعُودٍ وَابْنِ عَبَّاسٍ وَابْنِ عُمَرَ  رَضِيَ اللَّهُ عَنْهُ  مْ وَكَذَا قَوْلُهُ لَا مَهْرَ أَقَلُّ مِنْ عَشَرَةٍ يَرْوِيهِمَا هَؤُلَاءِ الثَّلَاثَةُ هَذَا رَأْيُ الْفُقَهَاءِ وَأَمَّا فِي عُرْفِ الْمُحَدِّثِينَ فَالْعَبَادِلَةُ أَرْبَعَةٌ ابْنُ عُمَرَ وَابْنُ عَبَّاسٍ وَابْنُ عَمْرٍو وَابْنُ الزُّبَيْرِ وَلَمْ يُذْكَرْ فِيهِمْ ابْنُ مَسْعُودٍ لِأَنَّهُ مِنْ كِبَارِ الصَّحَابَةِ وَعَنْ طَاوُسٍ فِي الْإِقْعَاءِ رَأَيْتُ الْعَبَادِلَةَ يَفْعَلُونَ ذَلِكَ عَبْدَ اللَّهِ بْنَ عَمْرٍو وَابْنَ عَبَّاسٍ وَابْنَ الزُّبَيْرِ وَهِيَ إمَّا جَمْعُ [عَبْدَ]لٍ فِي مَعْنَى عَبْدٍ كَزَيْدَلٍ فِي زَيْدٍ أَوْ اسْمُ جَمْعٍ غَيْرُ مَبْنِيٍّ عَلَى وَاحِدِهِ وَقَوْلُهُ أَقْبَلُوا عَبَادِيدَ أَيْ مُتَفَرِّقِينَ و عَبَّادَانُ حِصْنٌ صَغِيرٌ عَلَى شَطِّ الْبَحْرِ
عبر,6, عَبَرَ عَابِرَ وَعَابِرِي وَالْمَعْبَرُ الْعُبُورِ مَعَابِرُ,3,no vowel, *عبر*	 عَبَرَ النَّهْرَ وَغَيْرَهُ جَاوَزَهُ مِنْ بَابِ طَلَبَ وَمِنْهُ حَلَفَ لَا يَدْخُلُ هَذِهِ الدَّارَ إلَّا عَابِرَ سَبِيلٍ أَيْ إلَّا مَارًّا فِيهَا وَمُجْتَازًا مِنْ غَيْرِ وُقُوفٍ وَلَا إقَامَةٍ [وَعَابِرِي] خَطَأٌ وَالْمَعْبَرُ بِالْفَتْحِ مَوْضِعُ الْعُبُورِ وَمِنْهُ مَعَابِرُ جَيْحُونَ لِمَوَاضِعِ الْمَكَّاسِينَ مِنْهَا ذَرِعَانِ وَهِيَ حَدُّ خُوَارِزْمَ ثُمَّ آمويه وَهِيَ قَلْعَةٌ مَعْرُوفَةٌ ثُمَّ كَرْكَوَيْهِ ثُمَّ بَلْخُ وَفِي الْجَانِبِ الْبُخَارِيِّ كَلَاةُ ثُمَّ فِرَبَرُ بِكَسْرِ الْفَاء وَفَتْح الرَّاء ثُمَّ نَرَزْمُ بِفَتْحَتَيْنِ وَسُكُونِ الزَّاي ثُمَّ تُوزِيجُ ثُمَّ تِرْمِذُ
عبس,3, الْعَبْسُ عُبَيْسٍ عَبَسَةَ,3,no vowel, *عبس*	 الْعَبْسُ مَا جَفَّ عَلَى أَفْخَاذِ الْإِبِلِ مِنْ أَبِعَارِهَا وَأَبْوَالِهَا وَبِتَصْغِيرِهِ كُنِّيَتْ أُمُّ عُبَيْسٍ مَوْلَاةُ أَبِي بَكْرٍ  رَضِيَ اللَّهُ عَنْهُ  وَهِيَ إحْدَى الْمُعَذَّبَاتِ فِي اللَّهِ وَبِالْقِطْعَةِ مِنْهُ سُمِّيَ وَالِدُ عَمْرِو بْنِ عَبَسَةَ رَاوِي قَوْلِهِ تُسْجَرُ فِيهَا جَهَنَّمُ
عبط,1, عَبِيطٌ,3,no vowel, *عبط*	 دَمٌ عَبِيطٌ طَرِيٌّ
عبق,2, عَبِقَ عَبَقًا,3,no vowel, *عبق*	 عَبِقَ بِهِ الطِّيبُ [عَبَقًا] مِنْ بَابِ لَبِسَ أَيْ لَزِمَهُ وَلَصِقَتْ بِهِ رَائِحَتُهُ
عبي,2, الْعَبَايَةُ عَبَايَةُ,3,vowel, *عبي*	 الْعَبَايَةُ كِسَاءٌ وَاسِعٌ مُخَطَّطٌ وَبِهَا سُمِّيَ عَبَايَةُ بْنُ رِفَاعَةَ بِكَسْرِ الرَّاءِ وَالْعَبَاءَةُ لُغَةٌ فِيهَا وَالْجَمْعُ عَبَاءٌ الْعَيْنُ مَعَ التَّاءِ
